animal_name,animal_type,primary_breed,primary_color,sex,animal_size,dob,intake_date,outcome_date,intake_type,intake_subtype,outcome_type,outcome_subtype,intake_cond,outcome_cond,crossing
OTIS,DOG,LABRADOR RETR,CHOCOLATE,M,LARGE,7/22/2013,4/15/2022,00:00.0,STRAY,DROP BOX,RTO,OFFICE,NORMAL,NORMAL,"1241 W BAYAUD AVE, DENVER CO 80223"
NIGEL,DOG,BULL TERRIER,WHITE,N,MED,11/17/2013,4/21/2022,00:00.0,STRAY,FIELD,RTO,OFFICE,NORMAL,NORMAL,"1700 N SHERIDAN BLVD, DENVER CO 80212"
ANNIE,DOG,BOXER,BROWN,S,MED,11/24/2002,4/19/2022,00:00.0,OWNER SUR,OTC,DISPOSAL,DOA,DEAD,DEAD,"541 S UNIVERSITY BLVD, DENVER CO 80209"
PATCHES,DOG,AMER BULLDOG,WHITE,M,LARGE,4/9/2015,4/7/2022,00:00.0,STRAY TAGS,OTC,RTO,OFFICE,NORMAL,NORMAL,"4649 N SHERMAN ST, DENVER CO 80216"
SPOT,DOG,GERM SH POINT,WHITE,N,LARGE,1/5/2016,12/27/2022,00:00.0,OWNER SUR,OTC,FOSTER,,NORMAL,RQ AGG,"710 S ELIOT ST, DENVER CO 80219"
TOBY,DOG,YORKSHIRE TERR,BLACK,N,PUPPY,9/21/2017,3/24/2022,00:00.0,OWNER SUR,NONCONFIRM,TRANSFER,YORK RES,NORMAL,T/M MED MO,"4615 W ALASKA PL, DENVER CO 80219"
BELLA,DOG,AM PIT BULL TER,BROWN,S,MED,1/8/2017,1/3/2022,00:00.0,OWNER SUR,OTC,ADOPTION,EMAIL,NORMAL,T/M FEARFU,"382 ZION ST AURORA, CO 80010"
TINY,DOG,CHIHUAHUA SH,TAN,S,TOY,2/27/2017,12/12/2022,00:00.0,OWNER SUR,OTC,EUTH,U/U EQ,AGED,CREMATION,"1864 S BRYANT ST, DENVER CO 80219"
OREO,DOG,LABRADOR RETR,BLACK,N,LARGE,1/31/2007,11/2/2022,00:00.0,OWNER SUR,OTC,EUTH,U/U EQ,AGED,U/U MED SV,"3401 N HIGH ST, DENVER CO 80205"
PRINCESS,DOG,CHIHUAHUA SH,TAN,S,TOY,2/10/2015,7/12/2022,00:00.0,FOSTER IN,OTC,ADOPTION,EMAIL,NORMAL,T/R INJ,"950 N HAZEL CT, DENVER CO 80204"
PRINCESS,DOG,CHIHUAHUA SH,TAN,S,TOY,2/10/2015,5/31/2022,00:00.0,STRAY TAGS,FIELD,FOSTER,,INJURED,T/R INJ,"950 N HAZEL CT, DENVER CO 80204"
PRINCESS,DOG,CHIHUAHUA SH,TAN,S,TOY,2/10/2015,6/13/2022,00:00.0,FOSTER IN,OTC,FOSTER,,NORMAL,T/R INJ,"950 N HAZEL CT, DENVER CO 80204"
TSUKI,DOG,GERM SHEPHERD,TAN,S,MED,5/24/2017,8/23/2022,00:00.0,OWNER SUR,OTC,ADOPTION,EMAIL,NORMAL,T/M H SEP,"4032 W GREENWOOD PL, DENVER CO 80236"
EVIE (FORMERLY APPLEJACKS),DOG,AMER BULLDOG,TAN,S,LARGE,3/5/2015,11/9/2022,00:00.0,STRAY TAGS,OTC,RTO,OFFICE,NORMAL,NORMAL,"740 S ELIOT ST, DENVER CO 80219"
PUFFUR,CAT,HIMALAYAN,CHOC PT,N,MED,3/17/2011,6/30/2022,00:00.0,OWNER SUR,OTC,EUTH,U/U EQ,NORMAL,,1231 S UTICA ST DENVER 80219
SOOPIE,DOG,BERNESE MTN DOG,TRICOLOR,N,LARGE,3/29/2017,6/13/2022,00:00.0,STRAY TAGS,DROP BOX,RTO,EMAIL,NORMAL,,HWY 285 & S. LOWELL BLVD
HETTI THE YETI,DOG,SIBERIAN HUSKY,WHITE,N,MED,10/5/2016,2/6/2022,00:00.0,STRAY TAGS,FIELD,RTO,OFFICE,INJURED,NORMAL,"580 N UTICA ST, DENVER CO 80204"
CHOUNKY,DOG,SIBERIAN HUSKY,BLACK,F,LARGE,6/26/2016,5/20/2022,00:00.0,OWNER SUR,OTC,DISPOSAL,DOA,DEAD,CREMATION,"1975 N YOSEMITE ST, DENVER CO 80220"
CROOK,DOG,ROTTWEILER,BLACK,M,LARGE,4/21/2014,7/27/2022,00:00.0,STRAY,OTC,RTO,EMAIL,NORMAL,,"2810 N QUEBEC ST, DENVER CO 80238"
CHUCO,DOG,CHINESE SHARPEI,BROWN,M,LARGE,1/28/2018,2/9/2022,00:00.0,STRAY,OTC,RTO,OFFICE,SICK,NORMAL,"1295 S LOWELL BLVD, DENVER, CO 80219"
CHUCO,DOG,CHINESE SHARPEI,BROWN,M,LARGE,1/28/2018,1/13/2022,00:00.0,STRAY TAGS,FIELD,RTO,FIELD,NORMAL,NORMAL,"1100 S LOWELL BLVD, DENVER CO 80219"
LOKI,DOG,BORDER TERRIER,BLACK,N,MED,3/6/2013,1/24/2022,00:00.0,STRAY,OTC,RTO,EMAIL,NORMAL,,"2001 W CEDAR AVE, DENVER, CO 80223"
VEGITO,DOG,DOBERMAN PINSCH,TRICOLOR,N,MED,10/20/2017,11/13/2022,00:00.0,STRAY,OTC,RTO,OFFICE,SICK,NORMAL,"4600 COLUMBINE, DENVER, CO 80216"
TOBY,DOG,SIBERIAN HUSKY,BLACK,N,LARGE,12/22/2017,8/17/2022,00:00.0,STRAY TAGS,OTC,RTO,EMAIL,NORMAL,NORMAL,"1916 S NEWTON ST, DENVER CO 80219"
TOBY,DOG,SIBERIAN HUSKY,BLACK,N,LARGE,12/22/2017,8/20/2022,00:00.0,STRAY,DROP BOX,RTO,OFFICE,NORMAL,NORMAL,2500 S PATTON
TOBY,DOG,SIBERIAN HUSKY,BLACK,N,LARGE,12/22/2017,6/29/2022,00:00.0,STRAY,FIELD,RTO,OFFICE,NORMAL,NORMAL,"1350 S QUITMAN ST, DENVER CO 80219"
MOO MOO,DOG,LABRADOR RETR,CHOCOLATE,S,LARGE,5/27/2015,5/31/2022,00:00.0,STRAY,FIELD,RTO,OFFICE,NORMAL,NORMAL,"12555 E ALBROOK DR, DENVER CO 80239"
MOO MOO,DOG,LABRADOR RETR,CHOCOLATE,S,LARGE,5/27/2015,11/26/2022,00:00.0,STRAY,OTC,ADOPTION,EMAIL,NORMAL,T/M MED MO,13060 E 47TH AVENUE CIR DENVER 80239
BELLA,DOG,AUST CATTLE DOG,TRICOLOR,S,MED,10/6/2017,6/29/2022,00:00.0,STRAY,OTC,RTO,OFFICE,NORMAL,NORMAL,"1410 S TEJON ST, DENVER CO 80223"
CANDY,DOG,SIBERIAN HUSKY,BLACK,S,LARGE,3/23/2018,6/23/2022,00:00.0,OWNER SUR,OTC,EUTH,,NORMAL,U/U HIS AG,"757 S UTICA ST, DENVER CO 80219"
CANDY,DOG,SIBERIAN HUSKY,BLACK,S,LARGE,3/23/2018,3/14/2022,00:00.0,STRAY TAGS,DROP BOX,RTO,OFFICE,NORMAL,NORMAL,"757 S UTICA ST, DENVER CO 80219"
MILO,CAT,DOMESTIC SH,BRN TABBY,N,SMALL,6/24/2015,3/31/2022,00:00.0,STRAY TAGS,OTC,RTO,OFFICE,NORMAL,NORMAL,"3800 MORRISON RD, DENVER CO 80219"
MILO,CAT,DOMESTIC SH,BRN TABBY,N,SMALL,6/24/2015,4/16/2022,00:00.0,OWNER SUR,OTC,EUTH,U/U EQ,SICK,U/U FELV,"996 S UTICA ST, DENVER CO 80219"
CHOPPER,DOG,ANATOL SHEPHERD,TAN,N,LARGE,12/27/2016,9/1/2022,00:00.0,STRAY TAGS,OTC,RTO,EMAIL,NORMAL,NORMAL,"1499 S TENNYSON ST, DENVER CO 80219"
PRINCESS,DOG,PUG,BR BRINDLE,S,SMALL,5/18/2017,5/18/2022,00:00.0,STRAY TAGS,OTC,RTO,OFFICE,NORMAL,NORMAL,"299 S RALEIGH ST, DENVER, CO 80219"
PRINCESS,DOG,PUG,BR BRINDLE,S,SMALL,5/18/2017,7/18/2022,00:00.0,STRAY,OTC,RTO,OFFICE,NORMAL,NORMAL,S ZENOBRO AND W BAYAUD
TRINITY,DOG,ITAL GREYHOUND,TAN,S,SMALL,7/14/2006,1/20/2022,00:00.0,OWNER SUR,OTC,DISPOSAL,DOA,DEAD,CREMATION,"2532 S WINONA CT, DENVER CO 80219"
BATGIRL,DOG,PEKINGESE,GRAY,S,SMALL,7/15/2005,8/21/2022,00:00.0,OWNER SUR,OTC,EUTH,U/U EQ,SICK,CREMATION,"9303 W SARATOGA PL, DENVER CO 80123"
CASH,DOG,SIBERIAN HUSKY,BLACK,N,MED,2/1/2018,4/7/2022,00:00.0,OWNER SUR,OTC,TRANSFER,LARIMER,NORMAL,H-HEALTHY,"878 S ONEIDA ST, DENVER CO 80224"
BENNY,DOG,BOXER,BR BRINDLE,N,LARGE,7/28/2016,7/11/2022,00:00.0,STRAY TAGS,DROP BOX,RTO,OFFICE,NORMAL,NORMAL,"907 N OSCEOLA ST, DENVER CO 80204"
FIFI,DOG,SHIH TZU,WHITE,F,SMALL,2/5/2016,1/22/2022,00:00.0,STRAY TAGS,OTC,RTO,OFFICE,NORMAL,NORMAL,"599 N FEDERAL BLVD, DENVER CO 80204"
REMBRANDT,DOG,TR WALKER HOUND,TRICOLOR,N,MED,8/6/2017,7/28/2022,00:00.0,STRAY TAGS,DROP BOX,RTO,OFFICE,NORMAL,NORMAL,"1241 W BAYAUD AVE, DENVER CO 80223"
PRINCESS,DOG,AMER BULLDOG,WHITE,F,LARGE,8/16/2015,3/26/2022,00:00.0,CONFISCATE,FIELD,EUTH,,NORMAL,U/U MED SV,"3000 N FAIRFAX ST, DENVER CO 80207"
CHICO,DOG,BULL TERRIER,WHITE,M,LARGE,6/25/2018,8/14/2022,00:00.0,STRAY TAGS,FIELD,RTO,FIELD,NORMAL,NORMAL,"4336 N FILLMORE ST, DENVER CO 80216"
CYRUS,DOG,BOSTON TERRIER,BLACK,M,SMALL,8/28/2012,9/30/2022,00:00.0,STRAY,FIELD,RTO,FIELD,AGED,AGED,"4951 N TROY ST, DENVER CO 80239"
LADY,DOG,LABRADOR RETR,TAN,S,LARGE,9/5/2014,7/28/2022,00:00.0,STRAY TAGS,OTC,RTO,OFFICE,NORMAL,NORMAL,"2100 N DOWNING ST, DENVER CO 80205"
LADY,DOG,LABRADOR RETR,TAN,S,LARGE,9/5/2014,7/6/2022,00:00.0,STRAY,DROP BOX,RTO,OFFICE,NORMAL,NORMAL,TARGET @ 4301 E. VIRGINIA AVE GLENDALE CO
LADY,DOG,LABRADOR RETR,TAN,S,LARGE,9/5/2014,6/2/2022,00:00.0,STRAY,FIELD,RTO,OFFICE,NORMAL,NORMAL,"3351 N RACE ST, DENVER CO 80205"
LOLA LEMON,DOG,WH TERRIER,BLACK,S,SMALL,3/10/2017,10/18/2022,00:00.0,OWNER SUR,OTC,DISPOSAL,DOA,DEAD,CREMATION,"20006 E 48TH PL, DENVER CO 80249"
MORTY,DOG,AMER BULLDOG,BLUE,N,LARGE,9/24/2015,9/21/2022,00:00.0,OWNER SUR,OTC,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"615 N GALAPAGO ST, DENVER CO 80204"
LOU,DOG,SIBERIAN HUSKY,BLACK,S,LARGE,9/28/2015,6/11/2022,00:00.0,STRAY TAGS,OTC,RTO,EMAIL,NORMAL,NORMAL,"3059 CURTIS ST, DENVER CO 80205"
BEAN,CAT,DOMESTIC SH,BRN TABBY,N,MED,9/24/2015,6/11/2022,00:00.0,STRAY TAGS,FIELD,RTO,FIELD,NORMAL,NORMAL,"1578 N HUMBOLDT ST, DENVER CO 80218"
CHEWBACCA,DOG,POMERANIAN,TAN,N,SMALL,4/5/2016,7/7/2022,00:00.0,STRAY,OTC,FOSTER,,NORMAL,H-HEALTHY,"700 N OSCEOLA ST, DENVER CO 80204"
CHEWBACCA,DOG,POMERANIAN,TAN,N,SMALL,4/5/2016,7/22/2022,00:00.0,FOSTER IN,OTC,ADOPTION,EMAIL,NORMAL,H-HEALTHY,FOSTER IN
DANTE,DOG,JACK RUSS TERR,WHITE,N,SMALL,4/17/2017,11/3/2022,00:00.0,STRAY TAGS,OTC,ADOPTION,EMAIL,NORMAL,T/M MED MO,FLORIDA AND SANTAFE
DOMINO,DOG,AUST CATTLE DOG,BLACK,S,MED,8/27/2017,8/25/2022,00:00.0,STRAY,DROP BOX,RTO,EMAIL,NORMAL,NORMAL,YATES & 1ST
CHIEF TILLMAN,DOG,AMER BULLDOG,WHITE,M,MED,10/31/2016,12/3/2022,00:00.0,STRAY,FIELD,RTO,OFFICE,NORMAL,,"20702 E 43RD AVE, DENVER CO 80249"
MINNIE,DOG,POODLE TOY,GRAY,S,SMALL,7/5/2018,2/1/2022,00:00.0,CONFISCATE,OWNER JAIL,RTO,EMAIL,NORMAL,,"4505 N LIPAN ST, DENVER CO 80211"
JOLIE,DOG,GERM SHEPHERD,SABLE,S,LARGE,11/6/2017,6/6/2022,00:00.0,OWNER SUR,OTC,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"2722 S VRAIN ST, DENVER CO 80236"
SCRAPPY,DOG,LABRADOR RETR,CHOCOLATE,N,LARGE,1/2/2019,11/12/2022,00:00.0,OWNER SUR,OTC,ADOPTION,EMAIL,NORMAL,T/M H FEAR,"948 S TENNYSON ST, DENVER CO 80219"
ROSIE,DOG,CHIHUAHUA SH,BROWN,S,SMALL,11/17/2017,11/23/2022,00:00.0,OWNER SUR,OTC,FOSTER,,AGED,,"670 S ALCOTT ST, DENVER CO 80223"
ROSIE,DOG,CHIHUAHUA SH,BROWN,S,SMALL,11/17/2017,12/16/2022,00:00.0,FOSTER IN,OTC,ADOPTION,EMAIL,AGED,AGED,9603 W KENTUCKY PL LAKEWOOD CO 80226
ACE,DOG,AMER BULLDOG,TAN,M,LARGE,9/24/2018,2/24/2022,00:00.0,OWNER SUR,OTC,EUTH,,AGGRESSIVE,U/U HIS AG,"5725 E MARTIN LUTHER KING BLVD, DENVER CO 80207"
MILAN,DOG,LABRADOR RETR,BLACK,N,LARGE,5/25/2017,6/24/2022,00:00.0,STRAY TAGS,DROP BOX,RTO,EMAIL,NORMAL,,"845 S QUITMAN ST, DENVER CO 80219"
SNUGGLES,CAT,SNOWSHOE,SEAL PT,N,SMALL,12/3/2016,3/29/2022,00:00.0,STRAY TAGS,OTC,DISPOSAL,DOA,DEAD,CRUELTY,"2700 N YORK ST, DENVER CO 80205"
REY,CAT,DOMESTIC SH,BLACK,N,MED,12/8/2012,2/4/2022,00:00.0,CONFISCATE,FIELD,ADOPTION,EMAIL,NORMAL,T/M MED MO,"1615 W 37TH AVE, DENVER CO 80211"
ARGUS,DOG,AMER BULLDOG,WHITE,N,LARGE,12/15/2017,10/6/2022,00:00.0,CONFISCATE,FIELD,RTO,OFFICE,NORMAL,NORMAL,"821 N KRAMERIA ST, DENVER CO 80220"
RAISIN ARIZONA,DOG,DOGUE DE BORDX,RED,S,LARGE,1/2/2015,3/23/2022,00:00.0,FOSTER IN,FIELD,FOSTER,,INJURED,,FOSTER IN
RAISIN ARIZONA,DOG,DOGUE DE BORDX,RED,S,LARGE,1/2/2015,4/11/2022,00:00.0,FOSTER IN,OTC,ADOPTION,EMAIL,NORMAL,,FOSTER IN
CHIQUITO,DOG,CHIHUAHUA SH,BLACK,N,TOY,1/8/2009,5/12/2022,00:00.0,STRAY TAGS,OTC,RTO,OFFICE,NORMAL,NORMAL,"750 MORRISON RD, DENVER CO 80204"
TOBY,DOG,AUST SHEPHERD,BLACK,N,MED,2/13/2018,3/4/2022,00:00.0,STRAY,OTC,ADOPTION,EMAIL,NORMAL,T/M MED MO,"447 S OSCEOLA ST, DENVER CO 80219"
MOOSE,DOG,LABRADOR RETR,YELLOW,N,LARGE,9/30/2018,3/4/2022,00:00.0,CONFISCATE,FIELD,RTO,EMAIL,NORMAL,NORMAL,"1600 S ELIZABETH ST, DENVER CO 80210"
CHEWY,DOG,ENG BULLDOG,WHITE,N,MED,1/26/2011,9/19/2022,00:00.0,OWNER SUR,OTC,EUTH,U/U EQ,SICK,U/U MED SV,"144 N WINONA CT, DENVER CO 80219"
CHOCO,DOG,CHIHUAHUA SH,BROWN,S,TOY,1/27/2009,7/6/2022,00:00.0,OWNER SUR,OTC,TRANSFER,HARLEYHOH,AGED,T/M MED MO,"919 N MARIPOSA ST, DENVER CO 80204"
JUNIOR,DOG,SIBERIAN HUSKY,BLACK,N,LARGE,1/30/2017,7/3/2022,00:00.0,STRAY,DROP BOX,RTO,OFFICE,NORMAL,NORMAL,UNKNOWN
JUNIOR,DOG,SIBERIAN HUSKY,BLACK,N,LARGE,1/30/2017,7/17/2022,00:00.0,STRAY TAGS,DROP BOX,RTO,OFFICE,NORMAL,NORMAL,UNKNOWN
BEAST,DOG,SHIBA INU,RED,N,SMALL,8/4/2013,3/24/2022,00:00.0,OWNER SUR,OTC,EUTH,,*AGG HIST*,U/U HIS AG,"272 S PENNSYLVANIA ST, DENVER CO 80209"
HONEY,DOG,OE BULLDOGGES,TAN,F,SMALL,12/16/2018,12/23/2022,00:00.0,STRAY,OTC,EUTH,,NORMAL,U/U AGG,"1496 S NAVAJO ST, DENVER CO 80223"
MAYLO,DOG,YORKSHIRE TERR,BLACK,N,MED,2/19/2016,2/23/2022,00:00.0,STRAY,OTC,RTO,OFFICE,NORMAL,NORMAL,"5000 N CROWN BLVD, DENVER CO 80239"
JUNO,CAT,DOMESTIC SH,GRAY TABBY,N,SMALL,2/23/2019,2/17/2022,00:00.0,OWNER SUR,OTC,DISPOSAL,DOA,DEAD,CREMATION,4901 W 93RD AVE WESTMINSTER CO 80031
KODIAK,DOG,GREAT DANE,BLACK,M,X-LRG,8/23/2017,8/23/2022,00:00.0,STRAY,OTC,RTO,EMAIL,NORMAL,NORMAL,"15555 E 53RD AVE, DENVER CO 80239"
CHAPITO,DOG,CHIHUAHUA SH,TAN,N,SMALL,12/10/2018,12/21/2022,00:00.0,STRAY TAGS,DROP BOX,EUTH,,AGGRESSIVE,U/U AGG,"1241 W BAYAUD AVE, DENVER CO 80223"
JUNIOR,DOG,ENG BULLDOG,WHITE,N,MED,9/16/2014,12/10/2022,00:00.0,STRAY,DROP BOX,RTO,OFFICE,NORMAL,NORMAL,"5102 N CROWN BLVD, DENVER CO 80239"
BAILEY,DOG,YORKSHIRE TERR,BLACK,S,TOY,4/2/2018,3/24/2022,00:00.0,OWNER SUR,NONCONFIRM,TRANSFER,YORK RES,NORMAL,T/M MED MO,"4615 W ALASKA PL, DENVER CO 80219"
DEOHGEE,DOG,ENG BULLDOG,CREAM,N,MED,10/11/2015,11/10/2022,00:00.0,STRAY,FIELD,RTO,OFFICE,NORMAL,NORMAL,"12165 E ALBROOK DR, DENVER CO 80239"
MITCHELL,DOG,CHIHUAHUA SH,BROWN,N,SMALL,2/5/2019,11/19/2022,00:00.0,STRAY TAGS,OTC,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"4775 MORRISON RD, DENVER CO 80219"
GOOFY,DOG,BOXER,WHITE,M,MED,3/29/2014,6/15/2022,00:00.0,OWNER SUR,OTC,EUTH,U/U EQ,SICK,CREMATION,"1280 S VRAIN ST, DENVER CO 80219"
COOKIE,DOG,BULL TERRIER,BLACK,S,MED,4/8/2016,1/4/2022,00:00.0,STRAY TAGS,OTC,ADOPTION,EMAIL,NORMAL,T/M MED MO,"1000 N PERRY ST, DENVER CO 80204"
AVON,CAT,DOMESTIC SH,BLACK,S,LARGE,4/14/2017,6/22/2022,00:00.0,OWNER SUR,NONCONFIRM,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"6343 E GIRARD PL, DENVER CO 80222"
BOBBY,DOG,POODLE MIN,APRICOT,N,SMALL,2/21/2019,6/29/2022,00:00.0,STRAY,OTC,RTO,OFFICE,NORMAL,NORMAL,"1410 S TEJON ST, DENVER CO 80223"
SKY,DOG,AM PIT BULL TER,GRAY,F,MED,4/24/2018,4/30/2022,00:00.0,OWNER SUR,EUTH,EUTH,U/U EQ,NORMAL,U/U HIS AG,"3065 W WALSH PL, DENVER CO 80219"
ZEUS,DOG,ROTTWEILER,BLACK,N,LARGE,4/28/2014,12/15/2022,00:00.0,OWNER SUR,OTC,TRANSFER,DFL,NORMAL,T/M GERAT,"270 S ZUNI ST, DENVER CO 80223"
LEYLA,DOG,SIBERIAN HUSKY,TAN,S,MED,12/5/2018,6/27/2022,00:00.0,OWNER SUR,OTC,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"45 S XAVIER ST, DENVER CO 80219"
TOBY,DOG,SIBERIAN HUSKY,TAN,N,MED,1/5/2019,6/27/2022,00:00.0,OWNER SUR,OTC,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"45 S XAVIER ST, DENVER CO 80219"
CHAPO,DOG,CHIHUAHUA SH,BROWN,N,SMALL,5/5/2017,12/10/2022,00:00.0,STRAY,DROP BOX,RTO,OFFICE,NORMAL,NORMAL,"5102 N CROWN BLVD, DENVER CO 80239"
FLACO,DOG,BOXER,BR BRINDLE,M,LARGE,5/7/2015,10/22/2022,00:00.0,OWNER SUR,OTC,EUTH,U/U EQ,SICK,,"1231 S JULIAN ST, DENVER CO 80219"
BEAR,DOG,ROTTWEILER,BLACK,N,LARGE,5/15/2016,8/9/2022,00:00.0,CONFISCATE,FIELD,RTO,FIELD,NORMAL,NORMAL,"1300 N LOWELL BLVD, DENVER CO 80204"
KODAK,DOG,POMERANIAN,WHITE,N,SMALL,5/20/2009,12/15/2022,00:00.0,OWNER SUR,OTC,EUTH,U/U EQ,AGED,CREMATION,"3155 W EXPOSITION AVE, DENVER CO 80219"
BELLA,DOG,LABRADOR RETR,TRICOLOR,S,LARGE,2/19/2019,6/18/2022,00:00.0,OWNER SUR,OTC,EUTH,,NORMAL,U/U HIS AG,"4601 W 6TH AVE, DENVER CO 80204"
PIRATA,DOG,BULL TERRIER,WHITE,N,MED,5/19/2015,7/9/2022,00:00.0,OWNER SUR,NONCONFIRM,EUTH,U/U EQ,NORMAL,U/U MED SV,"1570 S HAZEL CT, DENVER CO 80219"
CAMO,DOG,BOXER,WHITE,N,LARGE,5/28/2016,10/19/2022,00:00.0,OWNER SUR,NONCONFIRM,ADOPTION,EMAIL,NORMAL,T/M MED MO,"3108 N ELIZABETH ST, DENVER CO 80205"
ROCCO,DOG,LABRADOR RETR,TAN,N,LARGE,6/2/2016,4/1/2022,00:00.0,STRAY TAGS,FIELD,RTO,OFFICE,NORMAL,NORMAL,"100 S FEDERAL BLVD, DENVER CO 80219"
KING,DOG,CHIHUAHUA SH,BLACK,N,SMALL,4/10/2019,5/27/2022,00:00.0,STRAY TAGS,FIELD,RTO,OFFICE,NORMAL,NORMAL,"4076 N ORLEANS CT, DENVER CO 80249"
OZUNA,DOG,POODLE MIN,BLACK,M,SMALL,4/16/2019,3/29/2022,00:00.0,OWNER SUR,OTC,EUTH,,*AGG HIST*,U/U HIS AG,"4070 N ALBION ST, DENVER CO 80207"
KNIGHT,CAT,DOMESTIC SH,BLACK,N,SMALL,6/20/2018,8/24/2022,00:00.0,OWNER SUR,OTC,ADOPTION,EMAIL,NORMAL,U/U HIS AG,"2885 ARAPAHOE ST, DENVER CO 80205"
LULU,CAT,DOMESTIC SH,BLACK,S,SMALL,3/8/2019,4/26/2022,00:00.0,STRAY,DROP BOX,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"1241 W BAYAUD AVE, DENVER CO 80223"
REMY,DOG,CANE CORSO,BL BRINDLE,F,LARGE,6/25/2015,6/4/2022,00:00.0,CONFISCATE,FIELD,EUTH,,*AGG HIST*,U/U HIS AG,"3095 N CLERMONT ST, DENVER CO 80207"
TAZ,DOG,SIBERIAN HUSKY,BROWN,N,LARGE,7/3/2014,3/13/2022,00:00.0,STRAY TAGS,OTC,RTO,OFFICE,NORMAL,NORMAL,"4507 N ELIOT ST, DENVER CO 80211"
CASPER,DOG,BOXER,WHITE,N,LARGE,7/16/2012,9/19/2022,00:00.0,OWNER SUR,OTC,EUTH,U/U EQ,AGED,U/U CANCER,"48 S KING ST, DENVER CO 80219"
BELLA,DOG,LABRADOR RETR,BLACK,S,LARGE,9/18/2008,2/11/2022,00:00.0,OWNER SUR,OTC,EUTH,U/U EQ,AGED,U/U MED SV,"3152 S HOLLY ST, DENVER CO 80222"
DAISY,DOG,SIBERIAN HUSKY,BLACK,S,LARGE,3/20/2019,8/20/2022,00:00.0,STRAY,DROP BOX,RTO,EMAIL,NORMAL,,"64TH AND FEDERAL, 80221"
DAISY,DOG,SIBERIAN HUSKY,BLACK,S,LARGE,3/20/2019,9/21/2022,00:00.0,STRAY TAGS,OTC,RTO,OFFICE,NORMAL,NORMAL,"6400 FEDERAL BLVD DENVER, CO 80221"
RANGER,DOG,SIBERIAN HUSKY,BLACK,N,LARGE,7/21/2017,12/18/2022,00:00.0,STRAY,DROP BOX,RTO,EMAIL,NORMAL,NORMAL,"1490 S TEJON ST, DENVER CO 80223"
BULLET,DOG,BULL TERRIER,BROWN,N,MED,7/31/2017,7/9/2022,00:00.0,STRAY,DROP BOX,RTO,OFFICE,NORMAL,NORMAL,COLORADO & QUITMAN ST
SULTAN,DOG,GERM SHEPHERD,BLACK,M,MED,8/25/2018,3/10/2022,00:00.0,STRAY TAGS,FIELD,RTO,FIELD,NORMAL,NORMAL,"5518 N LAREDO ST, DENVER CO 80239"
CHANCE,DOG,GERM SHEPHERD,BROWN,N,LARGE,8/6/2018,1/7/2022,00:00.0,STRAY,OTC,RTO,OFFICE,NORMAL,NORMAL,"4359 N BRYANT ST, DENVER CO 80211"
CHANCE,DOG,GERM SHEPHERD,BROWN,N,LARGE,8/6/2018,3/29/2022,00:00.0,STRAY,OTC,RTO,OFFICE,NORMAL,NORMAL,"4400 N FEDERAL BLVD, DENVER CO 80211"
CHANCE,DOG,GERM SHEPHERD,BROWN,N,LARGE,8/6/2018,8/14/2022,00:00.0,STRAY TAGS,OTC,RTO,EMAIL,NORMAL,NORMAL,"2900 W 44TH AVE, DENVER CO 80211"
CHANCE,DOG,GERM SHEPHERD,BROWN,N,LARGE,8/6/2018,12/21/2022,00:00.0,STRAY TAGS,OTC,RTO,OFFICE,NORMAL,,"2990 W 44TH AVE, DENVER CO 80211"
BELLA,DOG,ROTTWEILER,BLACK,S,LARGE,3/12/2019,12/19/2022,00:00.0,OWNER SUR,OTC,EUTH,U/U EQ,SICK,U/U MED SV,"2785 W BATES AVE, DENVER CO 80236"
ROCKY,DOG,PUG,FAWN,N,SMALL,9/6/2016,11/2/2022,00:00.0,STRAY TAGS,OTC,RTO,OFFICE,NORMAL,NORMAL,"3954 N WILLIAMS ST, DENVER CO 80205"
ROCKY,DOG,SIBERIAN HUSKY,GRAY,N,LARGE,8/31/2018,12/2/2022,00:00.0,STRAY,FIELD,RTO,OFFICE,AGGRESSIVE,NORMAL,"678 N KNOX CT, DENVER CO 80204"
BEAR,DOG,AUST SHEPHERD,TRICOLOR,N,MED,11/6/2018,7/26/2022,00:00.0,STRAY TAGS,DROP BOX,EUTH,,NORMAL,U/U HIS AG,"1241 W BAYAUD AVE, DENVER CO 80223"
MILA,DOG,DALMATIAN,WHITE,S,LARGE,10/2/2018,12/3/2022,00:00.0,FOSTER IN,OTC,ADOPTION,FOST2ADOPT,NORMAL,NORMAL,FOSTER IN
MILA,DOG,DALMATIAN,WHITE,S,LARGE,10/2/2018,11/14/2022,00:00.0,OWNER SUR,,FOSTER,,NORMAL,T/M FEARFU,"5195 N HANNIBAL ST, DENVER CO 80239"
BELLA,DOG,GERM SHEPHERD,BLACK,S,MED,1/1/2019,3/14/2022,00:00.0,STRAY,DROP BOX,EUTH,,FEARFUL,U/U HGH AR,"757 S UTICA ST, DENVER CO 80219"
